Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201285465771205,1.6933500112622157,1.6032959779861902,1.6916667222976685,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127077057147178,1.7160741238102675,1.6706264360928686,1.6832507848739624,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.683249937148548,1.6874579977805302,1.6580012523022094,1.6748336553573608,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664175486654447,1.6664175486654447,1.578046981890474,1.607503890991211,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159203121217995,1.6622096300125122,1.6032958067631926,1.6622096300125122,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563181342452165,1.6706257666040776,1.6411688575679233,1.65800142288208,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706261900681239,1.6706261900681239,1.615920579721402,1.6285449266433716,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.6243363857056468,1.653793296436526,1.6058206912166149,1.6411689519882202,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327526688469336,1.6580015182707941,1.6066623355834684,1.6411689519882202,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.6285449059067019,1.6293865504277538,1.5990879897790014,1.6117123365402222,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159201736667415,1.6369608000919478,1.607503890991211,1.607503890991211,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032957847876526,1.6453770406668797,1.5974044346489211,1.6302279233932495,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369607965030042,1.6672591893303503,1.6344358635477088,1.65800142288208,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495853051545457,1.6537933666401972,1.6125537540772406,1.6201283931732178,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.6192869973211963,1.6352779223702407,1.615920579721402,1.6285449266433716,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285446237002636,1.7337477626921767,1.6285446237002636,1.718598484992981,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084987152684812,1.7674125304959043,1.7084987152684812,1.7589962482452393,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.75057973102979,1.801077257228713,1.746371670732884,1.7817199230194092,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674126866210116,1.8431589125136056,1.7674126866210116,1.784245252609253,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245294523696,1.8094939835719392,1.7379558172322498,1.76909601688385,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690957125417603,1.7842449875754376,1.753946437508083,1.7674124240875244,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674127629364398,1.7758290462939685,1.6748339670581278,1.7127071619033813,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.716914776016266,1.716914776016266,1.603295381608652,1.6243360042572021,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369607056272222,1.641168766458531,1.5654225478043529,1.5738388299942017,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.561214136287757,1.561214136287757,1.4307623400796174,1.5166081190109253,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166086734752753,1.6201285362243654,1.5166086734752753,1.578047275543213,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.578046698641276,1.6487432035825822,1.5578477201619332,1.6243360042572021,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.641168963432392,1.6672592968777897,1.6142369856142718,1.659684658050537,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832502424280262,1.691666525745617,1.6647345475511288,1.6815669536590576,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815667787882627,1.7674125707512907,1.6748337849398234,1.7337476015090942,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253319518275516,1.7337482373565596,1.6916669702388143,1.7000832557678223,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874584412552247,1.6874584412552247,1.5990878605414707,1.603295922279358,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.599087800765559,1.599087800765559,1.5443821975816627,1.5687892436981201,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.569630595739362,1.5822549386567963,1.5519565477603994,1.565422534942627,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612143781443015,1.6032956299598053,1.5612143781443015,1.5948795080184937,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948795783682417,1.6327526103564236,1.556164741516113,1.5561647415161133,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654228590046977,1.5654228590046977,1.4955679758383487,1.5401740074157715,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317576302952378,1.6159201339262457,1.5317576302952378,1.5948795080184937,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.5906713665819283,1.603295710656538,1.5780470225073187,1.592354655265808,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915133392297345,1.5915133392297345,1.5570067167282104,1.5570067167282104,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696306501996669,1.5696306501996669,1.5199747605446186,1.5359656810760498,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.5317579054333768,1.5628979474750486,1.5309162609826201,1.562056303024292,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.578047087318019,1.6159202816245517,1.578047087318019,1.5990877151489258,1225600,0.0,0.0
